carat,cut,color,clarity,depth,table,price,x,y,z,log_price,cut_encoded,color_encoded,clarity_encoded
1.02,Very Good,F,SI2,60.9,58.0,4284,6.43,6.55,3.95,8.36264243156764,2,4,1
1.0,Premium,G,SI2,61.8,60.0,4284,6.37,6.34,3.93,8.36264243156764,3,3,1
1.5,Fair,J,I1,68.8,57.0,4284,6.94,6.87,4.75,8.36264243156764,0,0,0
0.91,Ideal,E,SI1,62.3,57.0,4284,6.21,6.25,3.88,8.36264243156764,4,5,2
1.0,Ideal,G,SI2,62.8,57.0,4284,6.37,6.31,3.98,8.36264243156764,4,3,1
1.02,Very Good,H,SI2,63.1,59.0,4284,6.43,6.37,4.04,8.36264243156764,2,2,1
1.02,Premium,I,SI1,62.7,55.0,4284,6.48,6.41,4.04,8.36264243156764,3,1,2
1.02,Premium,H,SI2,62.5,54.0,4284,6.44,6.4,4.01,8.36264243156764,3,2,1
1.02,Premium,I,SI1,58.0,58.0,4284,6.84,6.6,3.9,8.36264243156764,3,1,2
0.9,Ideal,F,SI1,61.5,56.0,4284,6.25,6.2,3.83,8.36264243156764,4,4,2
1.02,Premium,H,SI2,60.9,59.0,4284,6.51,6.46,3.95,8.36264243156764,3,2,1
1.02,Premium,H,SI2,59.8,59.0,4284,6.54,6.5,3.9,8.36264243156764,3,2,1
1.02,Ideal,H,SI2,61.8,55.0,4284,6.51,6.47,4.01,8.36264243156764,4,2,1
1.02,Premium,F,SI2,60.0,60.0,4284,6.57,6.53,3.93,8.36264243156764,3,4,1
0.72,Ideal,E,VVS2,62.1,56.0,4285,5.72,5.77,3.57,8.36287583103188,4,5,5
1.01,Good,E,SI2,61.4,64.0,4285,6.29,6.42,3.9,8.36287583103188,1,5,1
1.02,Very Good,E,SI2,58.7,63.0,4286,6.61,6.55,3.86,8.363109176033522,2,5,1
0.9,Very Good,E,SI1,62.9,56.0,4286,6.09,6.12,3.84,8.363109176033522,2,5,2
0.92,Premium,G,VS2,61.6,62.0,4287,6.3,6.24,3.86,8.363342466597977,3,3,3
0.9,Very Good,E,SI2,59.9,57.0,4288,6.25,6.34,3.77,8.363575702750637,2,5,1
0.71,Good,D,VS2,63.6,54.0,4289,5.7,5.75,3.64,8.36380888451688,1,6,3
0.91,Very Good,E,SI1,63.9,57.0,4289,6.05,6.12,3.89,8.36380888451688,2,5,2
0.9,Very Good,D,SI1,62.1,60.0,4289,6.11,6.19,3.82,8.36380888451688,2,6,2
1.04,Very Good,I,SI1,62.0,57.0,4290,6.47,6.5,4.02,8.364042011922063,2,1,2
1.04,Premium,I,SI1,61.8,60.0,4290,6.47,6.51,4.01,8.364042011922063,3,1,2
1.04,Ideal,H,SI2,61.1,56.0,4290,6.6,6.66,4.05,8.364042011922063,4,2,1
1.03,Ideal,G,SI2,62.9,57.0,4290,6.37,6.47,4.04,8.364042011922063,4,3,1
1.04,Good,E,SI2,62.3,62.0,4290,6.4,6.44,4.0,8.364042011922063,1,5,1
1.12,Ideal,H,SI1,62.7,56.0,4290,6.66,6.61,4.16,8.364042011922063,4,2,2
1.02,Ideal,G,SI2,62.7,57.0,4291,6.42,6.44,4.03,8.364275084991524,4,3,1
1.02,Very Good,G,SI2,62.9,59.0,4291,6.38,6.4,4.02,8.364275084991524,2,3,1
1.02,Premium,G,SI2,62.5,59.0,4291,6.37,6.42,4.0,8.364275084991524,3,3,1
1.02,Very Good,G,SI2,61.6,61.0,4291,6.46,6.47,3.98,8.364275084991524,2,3,1
0.9,Very Good,D,SI1,61.8,59.0,4291,6.13,6.16,3.8,8.364275084991524,2,6,2
1.29,Premium,I,SI2,61.1,62.0,4291,7.0,6.94,4.26,8.364275084991524,3,1,1
1.03,Very Good,J,VS1,63.4,58.0,4292,6.36,6.42,4.05,8.36450810375059,2,0,4
1.05,Very Good,I,SI1,63.5,58.0,4292,6.46,6.43,4.09,8.36450810375059,2,1,2
0.85,Very Good,F,VS1,62.0,55.0,4293,6.08,6.14,3.78,8.36474106822456,2,4,4
0.56,Ideal,D,IF,61.9,57.0,4293,5.28,5.31,3.28,8.36474106822456,4,6,7
0.91,Premium,H,VS2,60.6,58.0,4293,6.3,6.25,3.8,8.36474106822456,3,2,3
1.18,Very Good,J,SI2,63.5,57.0,4294,6.68,6.74,4.26,8.364973978438726,2,0,1
1.13,Premium,H,SI2,62.3,59.0,4294,6.68,6.65,4.15,8.364973978438726,3,2,1
1.01,Very Good,J,SI1,62.2,57.0,4295,6.35,6.39,3.96,8.365206834418355,2,0,2
1.0,Ideal,H,SI2,59.4,55.0,4295,6.59,6.65,3.93,8.365206834418355,4,2,1
1.0,Very Good,D,SI2,61.5,63.0,4295,6.32,6.27,3.87,8.365206834418355,2,6,1
1.0,Good,D,SI2,57.8,58.0,4295,6.61,6.55,3.8,8.365206834418355,1,6,1
1.0,Very Good,D,SI2,63.5,59.0,4295,6.35,6.32,4.02,8.365206834418355,2,6,1
1.0,Fair,G,SI1,64.4,57.0,4295,6.32,6.28,4.06,8.365206834418355,0,3,2
1.0,Very Good,G,SI1,63.1,56.0,4295,6.41,6.31,4.01,8.365206834418355,2,3,2
1.0,Fair,G,SI1,66.2,58.0,4295,6.25,6.15,4.11,8.365206834418355,0,3,2
1.0,Very Good,D,SI2,63.3,60.0,4295,6.29,6.19,3.95,8.365206834418355,2,6,1
1.0,Premium,D,SI2,60.3,58.0,4295,6.48,6.45,3.9,8.365206834418355,3,6,1
1.0,Premium,D,SI2,60.8,60.0,4295,6.45,6.41,3.91,8.365206834418355,3,6,1
0.9,Very Good,G,VS2,60.5,60.0,4296,6.2,6.24,3.76,8.3654396361887,2,3,3
0.9,Good,G,VS2,61.5,61.0,4296,6.18,6.21,3.81,8.3654396361887,1,3,3
1.02,Ideal,H,SI2,60.5,57.0,4297,6.52,6.56,3.95,8.365672383774996,4,2,1
0.9,Very Good,G,VS1,62.4,58.0,4297,6.14,6.16,3.84,8.365672383774996,2,3,4
0.93,Premium,F,SI1,62.3,58.0,4297,6.22,6.18,3.86,8.365672383774996,3,4,2
0.91,Good,H,VS1,63.4,56.0,4298,6.12,6.18,3.9,8.365905077202456,1,2,4
1.01,Very Good,F,SI2,61.8,56.0,4298,6.43,6.38,3.96,8.365905077202456,2,4,1
1.01,Premium,E,SI1,61.6,59.0,4299,6.44,6.42,3.96,8.366137716496281,3,5,2
1.01,Very Good,E,SI2,63.4,59.0,4299,6.32,6.26,3.99,8.366137716496281,2,5,1
1.01,Very Good,F,SI2,63.2,58.0,4299,6.43,6.3,4.02,8.366137716496281,2,4,1
1.01,Very Good,F,SI2,63.3,57.0,4299,6.39,6.37,4.04,8.366137716496281,2,4,1
1.01,Ideal,G,SI2,61.5,57.0,4299,6.5,6.42,3.97,8.366137716496281,4,3,1
1.2,Very Good,I,SI1,63.1,61.0,4301,6.65,6.58,4.18,8.366602832783736,2,1,2
1.2,Premium,H,SI2,60.8,59.0,4301,6.8,6.75,4.12,8.366602832783736,3,2,1
0.96,Ideal,G,SI1,63.0,53.0,4301,6.24,6.21,3.92,8.366602832783736,4,3,2
1.01,Good,F,SI2,61.5,62.0,4302,6.41,6.46,3.96,8.366835309827675,1,4,1
1.13,Ideal,E,SI2,62.4,56.0,4303,6.66,6.63,4.15,8.3670677328386,4,5,1
0.91,Very Good,D,SI1,62.8,57.0,4303,6.12,6.17,3.86,8.3670677328386,2,6,2
1.02,Very Good,H,SI2,59.7,58.0,4303,6.53,6.57,3.91,8.3670677328386,2,2,1
1.09,Premium,J,VS1,59.3,57.0,4303,6.79,6.74,4.01,8.3670677328386,3,0,4
0.77,Very Good,F,VVS1,61.1,57.0,4304,5.91,5.94,3.62,8.36730010184162,2,4,6
0.93,Very Good,E,SI1,62.8,56.0,4304,6.19,6.24,3.9,8.36730010184162,2,5,2
0.8,Very Good,E,VVS2,62.9,59.0,4304,5.88,5.95,3.72,8.36730010184162,2,5,5
1.01,Very Good,F,SI2,59.1,57.0,4304,6.57,6.62,3.9,8.36730010184162,2,4,1
0.9,Ideal,D,SI1,60.7,57.0,4304,6.23,6.16,3.76,8.36730010184162,4,6,2
0.9,Very Good,D,SI1,63.3,57.0,4304,6.12,6.07,3.86,8.36730010184162,2,6,2
0.9,Premium,D,SI1,61.2,60.0,4304,6.19,6.14,3.77,8.36730010184162,3,6,2
0.9,Premium,D,SI1,62.7,56.0,4304,6.16,6.12,3.85,8.36730010184162,3,6,2
0.9,Premium,D,SI1,61.5,58.0,4304,6.21,6.15,3.8,8.36730010184162,3,6,2
0.9,Very Good,D,SI1,61.0,63.0,4304,6.13,6.1,3.73,8.36730010184162,2,6,2
0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89,8.36730010184162,2,6,2
0.9,Premium,D,SI1,59.4,62.0,4304,6.24,6.19,3.69,8.36730010184162,3,6,2
0.9,Premium,D,SI1,62.7,58.0,4304,6.15,6.09,3.84,8.36730010184162,3,6,2
0.9,Premium,D,SI1,62.6,58.0,4304,6.15,6.11,3.84,8.36730010184162,3,6,2
1.0,Good,H,VS2,63.6,57.0,4305,6.35,6.26,4.01,8.367532416861831,1,2,3
1.01,Very Good,H,SI1,62.5,58.0,4306,6.35,6.38,3.98,8.367764677924308,2,2,2
1.01,Very Good,H,SI1,62.3,57.0,4306,6.36,6.42,3.98,8.367764677924308,2,2,2
1.13,Ideal,I,SI2,61.7,57.0,4307,6.59,6.7,4.13,8.36799688505411,4,1,1
1.11,Very Good,E,SI2,62.3,58.0,4307,6.64,6.68,4.15,8.36799688505411,2,5,1
1.07,Very Good,I,SI1,61.8,60.0,4307,6.52,6.56,4.04,8.36799688505411,2,1,2
1.0,Good,E,SI2,62.1,61.0,4307,6.36,6.4,3.96,8.36799688505411,1,5,1
1.16,Fair,G,SI2,60.1,60.0,4307,6.9,6.72,4.09,8.36799688505411,0,3,1
1.0,Very Good,E,SI2,62.5,59.0,4308,6.31,6.37,3.96,8.36822903827628,2,5,1
0.98,Premium,F,SI2,61.8,58.0,4308,6.37,6.32,3.92,8.36822903827628,3,4,1
1.01,Premium,E,SI2,58.6,58.0,4308,6.66,6.62,3.89,8.36822903827628,3,5,1
0.9,Very Good,G,VS2,63.1,56.0,4309,6.14,6.04,3.84,8.368461137615839,2,3,3
0.9,Good,G,VS2,63.7,60.0,4309,6.02,5.98,3.82,8.368461137615839,1,3,3
0.9,Good,F,VS2,63.6,59.0,4309,6.06,6.11,3.87,8.368461137615839,1,4,3
0.9,Good,H,VS1,63.5,59.0,4309,6.1,6.13,3.88,8.368461137615839,1,2,4
0.9,Very Good,H,VS1,62.9,58.0,4309,6.06,6.12,3.83,8.368461137615839,2,2,4
0.9,Very Good,H,VS1,62.1,59.0,4309,6.09,6.14,3.8,8.368461137615839,2,2,4
0.9,Good,F,VS2,63.8,55.0,4309,6.09,6.13,3.9,8.368461137615839,1,4,3
0.9,Premium,H,VS1,62.4,58.0,4309,6.15,6.19,3.85,8.368461137615839,3,2,4
0.91,Good,H,VS2,59.9,61.0,4309,6.18,6.24,3.72,8.368461137615839,1,2,3
0.9,Premium,G,VS2,61.5,60.0,4309,6.16,6.13,3.78,8.368461137615839,3,3,3
0.92,Ideal,E,SI2,62.6,57.0,4309,6.22,6.18,3.88,8.368461137615839,4,5,1
0.9,Very Good,G,VS2,63.3,54.0,4309,6.19,6.11,3.89,8.368461137615839,2,3,3
0.9,Fair,G,VS2,65.8,61.0,4309,5.99,5.96,3.93,8.368461137615839,0,3,3
0.9,Ideal,G,VS2,62.4,54.0,4309,6.22,6.19,3.87,8.368461137615839,4,3,3
1.04,Very Good,H,SI1,63.2,57.0,4310,6.45,6.4,4.06,8.368693183097793,2,2,2
1.21,Premium,F,SI2,62.4,60.0,4310,6.77,6.73,4.21,8.368693183097793,3,4,1
0.66,Very Good,D,VVS2,60.7,59.0,4311,5.6,5.67,3.42,8.368925174747135,2,6,5
1.0,Very Good,E,SI2,61.9,59.0,4311,6.39,6.43,3.97,8.368925174747135,2,5,1
1.0,Very Good,E,SI2,60.7,59.0,4311,6.38,6.44,3.89,8.368925174747135,2,5,1
1.0,Fair,D,SI2,64.5,54.0,4312,6.34,6.28,4.07,8.369157112588834,0,6,1
1.0,Very Good,E,SI2,62.2,59.0,4312,6.35,6.38,3.96,8.369157112588834,2,5,1
1.21,Very Good,J,SI1,62.7,57.0,4312,6.72,6.77,4.23,8.369157112588834,2,0,2
1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89,8.369157112588834,2,5,1
1.0,Good,E,SI2,63.3,55.0,4312,6.25,6.29,3.97,8.369157112588834,1,5,1
1.12,Very Good,I,SI1,60.6,60.0,4312,6.73,6.77,4.09,8.369157112588834,2,1,2
1.1,Good,I,SI1,57.7,60.0,4312,6.82,6.77,3.92,8.369157112588834,1,1,2
1.1,Premium,I,SI1,60.4,61.0,4312,6.73,6.69,4.05,8.369157112588834,3,1,2
1.0,Fair,H,VVS2,65.3,58.0,4312,6.25,6.18,4.06,8.369157112588834,0,2,5
1.0,Fair,H,VVS2,65.1,57.0,4312,6.27,6.23,4.07,8.369157112588834,0,2,5
1.0,Premium,H,VVS2,61.9,61.0,4312,6.36,6.31,3.92,8.369157112588834,3,2,5
1.0,Fair,G,SI1,64.7,60.0,4312,6.22,6.18,4.01,8.369157112588834,0,3,2
1.0,Fair,F,VS2,68.3,58.0,4312,5.98,5.95,4.08,8.369157112588834,0,4,3
1.0,Good,D,SI1,64.3,62.0,4312,6.18,6.13,3.96,8.369157112588834,1,6,2
1.0,Ideal,H,SI2,61.4,56.0,4312,6.46,6.41,3.95,8.369157112588834,4,2,1
0.91,Premium,H,VS2,61.8,60.0,4313,6.18,6.22,3.83,8.369388996647842,3,2,3
1.01,Very Good,I,SI1,63.1,57.0,4313,6.32,6.36,4.0,8.369388996647842,2,1,2
1.06,Ideal,I,SI1,62.2,56.0,4313,6.49,6.53,4.05,8.369388996647842,4,1,2
1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95,8.369620826949102,4,2,1
0.81,Ideal,E,VS2,62.0,57.0,4314,5.96,5.98,3.7,8.369620826949102,4,5,3
0.9,Ideal,G,SI2,60.7,57.0,4314,6.19,6.33,3.8,8.369620826949102,4,3,1
1.07,Premium,I,SI1,60.7,61.0,4314,6.6,6.55,3.99,8.369620826949102,3,1,2
1.07,Very Good,E,SI1,60.4,63.0,4314,6.67,6.6,4.01,8.369620826949102,2,5,2
1.03,Very Good,G,SI2,63.0,57.0,4315,6.4,6.42,4.04,8.36985260351753,2,3,1
0.9,Very Good,E,SI1,62.6,58.0,4315,6.11,6.15,3.84,8.36985260351753,2,5,2
0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81,8.36985260351753,2,5,2
0.9,Very Good,E,SI1,63.0,56.0,4315,6.11,6.15,3.86,8.36985260351753,2,5,2
1.15,Ideal,H,SI2,60.5,56.0,4315,6.83,6.8,4.13,8.36985260351753,4,2,1
0.81,Ideal,D,VS2,59.5,60.0,4315,6.08,6.15,3.64,8.36985260351753,4,6,3
1.09,Ideal,I,SI2,60.3,57.0,4315,6.64,6.7,4.02,8.36985260351753,4,1,1
0.9,Good,E,VS2,64.2,59.0,4315,6.02,6.1,3.89,8.36985260351753,1,5,3
1.11,Premium,J,VS2,59.9,60.0,4315,6.78,6.71,4.04,8.36985260351753,3,0,3
0.91,Very Good,G,VS2,59.5,58.0,4316,6.26,6.34,3.75,8.370084326378025,2,3,3
1.0,Very Good,H,SI2,61.7,55.0,4316,6.4,6.46,3.97,8.370084326378025,2,2,1
1.11,Very Good,J,SI1,62.4,57.7,4316,6.57,6.64,4.12,8.370084326378025,2,0,2
1.01,Ideal,I,SI1,62.2,56.0,4316,6.35,6.42,3.97,8.370084326378025,4,1,2
1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,8.370084326378025,2,2,2
1.04,Premium,H,SI1,62.1,56.0,4316,6.48,6.41,4.01,8.370084326378025,3,2,2
1.01,Premium,F,SI2,59.6,59.0,4317,6.59,6.52,3.91,8.370315995555478,3,4,1
0.91,Ideal,I,VS2,61.6,55.0,4317,6.21,6.28,3.85,8.370315995555478,4,1,3
0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87,8.370315995555478,4,2,2
1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09,8.370315995555478,0,4,1
0.84,Very Good,F,VVS2,60.4,62.0,4318,6.1,6.15,3.7,8.370547611074752,2,4,5
1.08,Premium,G,SI2,60.7,60.0,4318,6.64,6.61,4.02,8.370547611074752,3,3,1
0.9,Ideal,F,SI1,62.0,57.0,4318,6.21,6.25,3.86,8.370547611074752,4,4,2
1.02,Good,D,SI2,61.5,61.0,4318,6.34,6.41,3.92,8.370547611074752,1,6,1
1.08,Premium,G,SI2,59.8,57.0,4318,6.72,6.66,4.0,8.370547611074752,3,3,1
1.08,Very Good,G,SI2,63.2,57.0,4318,6.54,6.5,4.12,8.370547611074752,2,3,1
1.05,Premium,G,SI2,62.5,60.0,4318,6.5,6.45,4.05,8.370547611074752,3,3,1
1.05,Premium,G,SI2,61.3,58.0,4318,6.6,6.55,4.03,8.370547611074752,3,3,1
1.05,Very Good,G,SI2,63.2,54.0,4318,6.52,6.49,4.11,8.370547611074752,2,3,1
1.05,Premium,G,SI2,61.6,60.0,4318,6.56,6.49,4.02,8.370547611074752,3,3,1
1.02,Premium,F,SI2,60.3,59.0,4318,6.53,6.5,3.93,8.370547611074752,3,4,1
0.84,Premium,E,VS1,59.7,59.0,4318,6.16,6.13,3.67,8.370547611074752,3,5,4
1.02,Very Good,F,SI2,63.0,58.0,4319,6.37,6.43,4.03,8.3707791729607,2,4,1
1.02,Ideal,F,SI2,62.4,57.0,4319,6.4,6.43,4.0,8.3707791729607,4,4,1
1.0,Premium,G,SI2,61.8,58.0,4319,6.39,6.43,3.96,8.3707791729607,3,3,1
1.02,Ideal,H,SI2,60.7,57.0,4319,6.51,6.54,3.96,8.3707791729607,4,2,1
1.07,Premium,F,SI2,58.2,58.0,4319,6.79,6.72,3.93,8.3707791729607,3,4,1
1.07,Ideal,I,VS2,61.1,57.0,4319,6.66,6.6,4.05,8.3707791729607,4,1,3
1.16,Premium,G,SI2,62.0,59.0,4320,6.74,6.62,4.14,8.371010681238156,3,3,1
0.9,Very Good,G,SI1,62.4,59.0,4320,6.1,6.15,3.82,8.371010681238156,2,3,2
0.65,Ideal,D,VVS1,61.9,56.0,4320,5.53,5.56,3.43,8.371010681238156,4,6,6
1.01,Premium,H,SI1,62.7,59.0,4320,6.33,6.27,3.95,8.371010681238156,3,2,2
1.01,Good,H,SI1,60.3,64.0,4320,6.52,6.49,3.92,8.371010681238156,1,2,2
1.01,Premium,H,SI1,60.6,61.0,4320,6.39,6.35,3.86,8.371010681238156,3,2,2
1.45,Fair,F,I1,64.8,67.0,4320,7.16,7.0,4.64,8.371010681238156,0,4,0
1.07,Very Good,G,SI2,62.9,59.0,4321,6.51,6.58,4.12,8.371242135931933,2,3,1
0.9,Premium,H,VS2,60.4,59.0,4321,6.24,6.27,3.78,8.371242135931933,3,2,3
1.0,Very Good,E,SI2,59.8,58.0,4321,6.47,6.53,3.89,8.371242135931933,2,5,1
1.0,Very Good,E,SI2,59.6,59.0,4321,6.48,6.51,3.87,8.371242135931933,2,5,1
1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0,8.371242135931933,2,5,1
1.04,Premium,F,SI2,62.8,55.0,4321,6.48,6.41,4.05,8.371242135931933,3,4,1
1.04,Good,F,SI2,64.2,56.0,4321,6.39,6.36,4.09,8.371242135931933,1,4,1
1.12,Premium,I,VS2,62.4,58.0,4321,6.63,6.59,4.13,8.371242135931933,3,1,3
1.06,Good,E,SI2,63.9,60.0,4321,6.45,6.41,4.11,8.371242135931933,1,5,1
1.09,Very Good,D,SI2,59.2,63.0,4322,6.71,6.67,3.96,8.371473537066832,2,6,1
1.09,Premium,G,SI1,62.5,59.0,4322,6.56,6.53,4.09,8.371473537066832,3,3,2
1.09,Premium,G,SI1,61.8,59.0,4322,6.59,6.53,4.06,8.371473537066832,3,3,2
1.16,Very Good,J,VS2,63.7,56.0,4323,6.63,6.68,4.24,8.371704884667631,2,0,3
0.7,Ideal,D,VS1,61.4,57.0,4323,5.71,5.76,3.52,8.371704884667631,4,6,4
0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5,8.371704884667631,4,6,4
1.04,Ideal,H,SI2,60.3,57.0,4323,6.54,6.59,3.96,8.371704884667631,4,2,1
0.9,Very Good,H,VS1,62.2,57.0,4324,6.1,6.15,3.81,8.371936178759098,2,2,4
0.9,Very Good,H,VS1,63.2,59.0,4324,6.08,6.11,3.85,8.371936178759098,2,2,4
0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83,8.371936178759098,2,2,4
1.17,Premium,F,SI2,59.6,60.0,4324,6.88,6.85,4.09,8.371936178759098,3,4,1
1.27,Good,F,I1,59.2,64.0,4324,7.06,6.99,4.16,8.371936178759098,1,4,0
0.9,Ideal,F,SI1,60.7,57.0,4324,6.25,6.21,3.78,8.371936178759098,4,4,2
0.93,Very Good,E,SI2,60.5,57.0,4325,6.32,6.37,3.84,8.37216741936598,2,5,1
0.71,Ideal,D,VVS2,61.6,54.0,4325,5.74,5.78,3.55,8.37216741936598,4,6,5
0.68,Ideal,D,VVS1,61.3,57.0,4325,5.66,5.69,3.48,8.37216741936598,4,6,6
0.84,Ideal,G,VS1,61.8,56.0,4325,6.02,6.11,3.75,8.37216741936598,4,3,4
1.12,Ideal,J,SI2,62.5,57.0,4325,6.63,6.59,4.13,8.37216741936598,4,0,1
1.03,Ideal,H,SI2,61.1,57.0,4325,6.48,6.52,3.97,8.37216741936598,4,2,1
0.92,Ideal,H,SI1,60.5,57.0,4325,6.27,6.32,3.81,8.37216741936598,4,2,2
1.03,Good,H,SI1,63.1,56.0,4326,6.35,6.39,4.02,8.372398606513004,1,2,2
1.03,Very Good,H,SI1,58.6,61.0,4326,6.6,6.64,3.88,8.372398606513004,2,2,2
1.01,Good,G,SI1,63.2,55.0,4326,6.32,6.4,4.02,8.372398606513004,1,3,2
0.92,Good,F,SI1,64.0,56.0,4326,6.12,6.17,3.93,8.372398606513004,1,4,2
1.03,Premium,I,SI1,62.0,58.0,4326,6.47,6.43,4.0,8.372398606513004,3,1,2
1.16,Premium,J,SI1,62.2,58.0,4326,6.75,6.68,4.18,8.372398606513004,3,0,2
1.16,Premium,I,SI2,62.1,58.0,4326,6.78,6.71,4.19,8.372398606513004,3,1,1
1.03,Very Good,E,SI2,60.7,63.0,4326,6.48,6.44,3.92,8.372398606513004,2,5,1
1.01,Premium,G,SI2,62.4,59.0,4327,6.39,6.34,3.97,8.372629740224884,3,3,1
1.01,Good,G,SI2,63.8,56.0,4327,6.32,6.28,4.02,8.372629740224884,1,3,1
0.92,Very Good,D,SI2,61.6,58.0,4327,6.19,6.22,3.82,8.372629740224884,2,6,1
0.82,Ideal,D,VS2,62.4,54.0,4327,5.99,6.02,3.75,8.372629740224884,4,6,3
1.01,Premium,G,SI2,62.0,58.0,4327,6.41,6.37,3.96,8.372629740224884,3,3,1
1.01,Premium,G,SI2,62.7,58.0,4327,6.44,6.38,4.02,8.372629740224884,3,3,1
1.01,Premium,G,SI2,60.5,58.0,4327,6.55,6.47,3.94,8.372629740224884,3,3,1
1.01,Premium,G,SI2,61.9,59.0,4327,6.46,6.39,3.98,8.372629740224884,3,3,1
1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91,8.372629740224884,4,3,1
1.01,Premium,G,SI2,60.1,59.0,4327,6.55,6.46,3.91,8.372629740224884,3,3,1
1.01,Ideal,G,SI2,60.5,58.0,4327,6.52,6.48,3.93,8.372629740224884,4,3,1
1.01,Premium,G,SI2,60.4,59.0,4327,6.57,6.52,3.95,8.372629740224884,3,3,1
1.01,Premium,G,SI2,62.5,60.0,4327,6.39,6.34,3.98,8.372629740224884,3,3,1
1.01,Premium,G,SI2,61.0,58.0,4327,6.48,6.43,3.94,8.372629740224884,3,3,1
1.01,Premium,G,SI2,60.1,61.0,4327,6.6,6.55,3.95,8.372629740224884,3,3,1
0.9,Very Good,H,VS2,62.3,59.0,4328,6.1,6.17,3.82,8.372860820526318,2,2,3
0.9,Very Good,H,VS1,62.5,58.0,4328,6.08,6.14,3.82,8.372860820526318,2,2,4
1.0,Fair,F,SI1,67.1,57.0,4328,6.06,6.1,4.08,8.372860820526318,0,4,2
1.15,Premium,E,SI2,62.5,58.0,4328,6.72,6.65,4.18,8.372860820526318,3,5,1
1.15,Premium,E,SI2,61.7,60.0,4328,6.78,6.7,4.16,8.372860820526318,3,5,1
1.03,Fair,I,VS1,57.6,58.0,4328,6.67,6.58,3.81,8.372860820526318,0,1,4
1.03,Premium,E,SI2,61.4,58.0,4328,6.49,6.45,3.97,8.372860820526318,3,5,1
1.5,Fair,I,SI2,70.1,58.0,4328,6.96,6.85,4.84,8.372860820526318,0,1,1
0.92,Ideal,H,VS1,60.9,57.0,4328,6.33,6.29,3.84,8.372860820526318,4,2,4
1.19,Very Good,J,SI2,63.4,56.8,4329,6.7,6.79,4.27,8.37309184744198,2,0,1
1.04,Premium,D,SI2,58.2,59.0,4330,6.67,6.62,3.87,8.373322820996535,3,6,1
1.01,Premium,E,SI1,61.7,56.0,4330,6.44,6.39,3.96,8.373322820996535,3,5,2
1.05,Ideal,H,SI2,61.2,57.0,4331,6.55,6.62,4.03,8.373553741214627,4,2,1
1.05,Ideal,H,SI2,61.2,57.0,4331,6.54,6.59,4.02,8.373553741214627,4,2,1
1.25,Premium,J,SI2,62.3,59.0,4331,6.82,6.86,4.26,8.373553741214627,3,0,1
1.19,Premium,H,SI2,61.9,58.0,4332,6.84,6.77,4.21,8.37378460812088,3,2,1
0.91,Premium,E,SI1,62.1,58.0,4332,6.15,6.18,3.83,8.37378460812088,3,5,2
1.04,Very Good,H,SI2,60.2,60.0,4332,6.52,6.57,3.94,8.37378460812088,2,2,1
1.01,Very Good,F,SI2,62.2,58.0,4332,6.33,6.38,3.95,8.37378460812088,2,4,1
1.01,Very Good,F,SI2,62.1,58.0,4332,6.35,6.41,3.96,8.37378460812088,2,4,1
1.06,Ideal,I,SI1,62.8,56.0,4333,6.52,6.47,4.08,8.374015421739909,4,1,2
1.08,Ideal,H,SI1,62.2,57.0,4333,6.56,6.6,4.09,8.374015421739909,4,2,2
0.96,Ideal,F,VS1,61.7,56.0,4333,6.4,6.34,3.93,8.374015421739909,4,4,4
1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02,8.374015421739909,3,4,1
1.0,Premium,F,SI2,59.9,61.0,4333,6.46,6.42,3.86,8.374015421739909,3,4,1
1.0,Premium,F,SI2,61.6,62.0,4333,6.37,6.3,3.9,8.374015421739909,3,4,1
0.91,Very Good,F,SI2,62.5,58.0,4334,6.1,6.16,3.83,8.374246182096304,2,4,1
0.88,Ideal,H,VVS1,62.0,59.0,4334,6.12,6.13,3.8,8.374246182096304,4,2,6
0.9,Premium,E,VS2,62.9,58.0,4334,6.15,6.12,3.86,8.374246182096304,3,5,3
0.9,Good,D,VS2,62.6,65.0,4334,6.1,6.04,3.8,8.374246182096304,1,6,3
0.9,Premium,E,SI1,63.0,59.0,4334,6.13,6.1,3.85,8.374246182096304,3,5,2
0.78,Ideal,D,VS1,62.1,55.0,4336,5.9,5.95,3.68,8.374707543119483,4,6,4
1.01,Ideal,I,SI2,62.5,57.0,4336,6.38,6.45,4.01,8.374707543119483,4,1,1
0.39,Good,J,VS2,63.3,56.0,581,4.6,4.63,2.92,6.364750756851911,1,0,3
0.39,Ideal,J,VS2,61.4,57.0,581,4.66,4.72,2.88,6.364750756851911,4,0,3
